0,0.623051,0.701627,B4,64,80,0,3
1,0.701927,0.948096,B4,67,80,0,3
2,0.701927,1.1582,E3,67,80,1,-5
3,0.962524,1.37912,E4,64,80,0,1
4,1.18615,1.60004,G3,64,80,1,-3
5,1.40707,1.82457,E-4,64,80,0,2
6,1.62799,2.05901,C4,64,80,1,-1
7,1.85252,2.07254,E4,64,80,0,1
8,2.08697,2.33314,F#4,67,80,0,2
9,2.08697,2.54324,E-3,67,80,1,-4
10,2.34756,2.76416,C5,64,80,0,4
11,2.57119,2.98508,F#3,64,80,1,-2
12,2.79211,3.20961,B4,64,80,0,3
13,3.01303,3.44405,B3,64,80,1,-1
14,3.23756,3.71818,A4,64,80,0,2
15,3.47201,3.92828,E3,67,80,1,-4
16,3.7326,4.1492,G4,64,80,0,1
17,3.95623,4.37132,A3,64,80,1,-1
18,4.17715,4.28035,F#4,64,80,0,2
19,4.28763,4.39239,E4,64,80,0,1
20,4.39971,4.61405,F#4,64,80,0,2
21,4.39971,4.84027,C3,64,80,1,-4
22,4.62882,5.11507,A4,64,80,0,4
23,4.8689,5.32517,B2,67,80,1,-5
24,5.12949,5.33869,E-4,64,80,0,1
25,5.35312,5.76701,B3,64,80,1,-1
26,5.57404,5.67684,B4,64,80,0,2
27,5.68405,5.78775,C#5,64,80,0,3
28,5.79496,5.89956,E-5,64,80,0,4
29,5.79496,6.22598,A3,64,80,1,-2
30,5.90678,6.01228,E5,64,80,0,1
31,6.01949,6.50011,F#5,64,80,0,3
32,6.25394,6.71021,G3,67,80,1,-3
33,6.51453,6.93113,E5,64,80,0,2
34,6.73816,7.15205,B3,64,80,1,-2
35,6.95908,7.37658,G5,64,80,0,4
36,7.18,7.61102,E4,64,80,1,-1
37,7.40453,7.88515,B4,64,80,0,1
38,7.63898,8.09525,A3,67,80,1,-4
39,7.89957,8.10877,C5,64,80,0,2
40,8.1232,8.53709,C4,64,80,1,-2
41,8.34412,8.44692,A4,64,80,0,1
42,8.45413,8.55783,B4,64,80,0,2
43,8.56504,8.66964,C5,64,80,0,1
44,8.56504,8.99606,E4,64,80,1,-1
45,8.67686,8.78236,D5,64,80,0,2
46,8.78957,9.27019,E5,64,80,0,3
47,9.02402,9.48029,F#3,67,80,1,-4
48,9.28461,9.70121,D5,64,80,0,2
49,9.50824,9.92213,A3,64,80,1,-2
50,9.72916,10.1467,A5,64,80,0,5
51,9.95008,10.3811,D4,64,80,1,-1
52,10.1746,10.6552,C5,64,80,0,2
53,10.4091,10.8653,G3,67,80,1,-4
54,10.6697,10.8789,B4,64,80,0,1
55,10.8933,11.3072,B3,64,80,1,-2
56,11.1142,11.217,E5,64,80,0,2
57,11.2242,11.3279,F#5,64,80,0,4
58,11.3351,11.5452,G5,64,80,0,5
59,11.3351,11.7661,E4,64,80,1,-1
60,11.5597,12.0403,B4,64,80,0,2
61,11.7941,12.2504,F#3,67,80,1,-5
62,12.0547,12.2639,A4,64,80,0,1
63,12.2783,12.6922,A3,64,80,1,-3
64,12.4992,12.602,E-5,64,80,0,2
65,12.6093,12.7129,E5,64,80,0,3
66,12.7202,12.9303,F#5,64,80,0,5
67,12.7202,13.1512,E-4,64,80,1,-1
68,12.9447,13.4253,A4,64,80,0,2
69,13.1791,13.6354,E3,67,80,1,-5
70,13.4397,13.6489,G4,64,80,0,1
71,13.6634,14.0772,G3,64,80,1,-4
72,13.8843,13.9871,F5,64,80,0,5
73,13.9943,14.098,E5,64,80,0,4
74,14.1052,14.2098,D5,64,80,0,3
75,14.1052,14.5362,G#3,64,80,1,-3
76,14.217,14.3225,C5,64,80,0,2
77,14.3297,14.8103,B4,64,80,0,1
78,14.5642,15.0204,A3,67,80,1,-2
79,14.8248,15.034,C5,64,80,0,2
80,15.0484,15.4623,B-3,64,80,1,-1
81,15.2693,15.3721,G5,64,80,0,5
82,15.3793,15.483,F#5,64,80,0,4
83,15.4902,15.5948,E5,64,80,0,3
84,15.4902,15.9213,F#3,64,80,1,-2
85,15.6021,15.7076,E-5,64,80,0,2
86,15.7148,16.1954,C#5,64,80,0,1
87,15.9492,16.4055,B3,67,80,1,-1
88,16.2098,16.419,E-5,64,80,0,2
89,16.4334,16.8473,B2,64,80,1,-5
90,16.6544,16.7572,C6,64,80,0,5
91,16.7644,16.8681,B5,64,80,0,4
92,16.8753,16.9799,A5,64,80,0,3
93,16.8753,17.3063,E-3,64,80,1,-4
94,16.9871,17.0926,G5,64,80,0,1
95,17.0998,17.5804,F#5,64,80,0,3
96,17.3343,17.7905,E3,67,80,1,-3
97,17.5949,18.0114,G5,64,80,0,4
98,17.8185,18.2324,F#3,64,80,1,-2
99,18.0394,18.4569,E-5,64,80,0,2
100,18.2603,18.6913,G3,64,80,1,-1
101,18.4849,18.9655,E5,64,80,0,3
102,18.7193,19.1756,C3,67,80,1,-4
103,18.9799,19.3965,B4,64,80,0,1
104,19.2035,19.6186,D3,64,80,1,-3
105,19.4244,19.8475,C5,64,80,0,2
106,19.647,20.0876,E3,64,80,1,-2
107,19.8761,20.3624,G#4,64,80,0,1
108,20.1162,20.5725,F3,67,80,1,-1
109,20.3768,20.7934,A4,64,80,0,2
110,20.6004,21.0143,G3,64,80,1,-3
111,20.8213,21.2388,E4,64,80,0,1
112,21.0423,21.4733,A3,64,80,1,-2
113,21.2668,21.4868,F4,64,80,0,2
114,21.5012,21.641,C5,67,80,0,5
115,21.5012,21.9575,E-3,67,80,1,-5
116,21.6482,21.7546,B4,64,80,0,4
117,21.7618,22.0747,A4,64,80,0,3
118,21.9855,22.3993,B3,64,80,1,-2
119,22.0964,22.1992,G4,64,80,0,2
120,22.2064,22.5175,F#4,64,80,0,1
121,22.4273,22.8583,A3,64,80,1,-3
122,22.5391,22.6446,E5,64,80,0,4
123,22.6518,23.026,E-5,64,80,0,3
124,22.8863,23.3425,G3,67,80,1,-1
125,23.0332,23.1397,E5,64,80,0,1
126,23.1469,23.2524,F#5,64,80,0,2
127,23.2596,23.3633,G5,64,80,0,1
128,23.3705,23.4742,A5,64,80,0,3
129,23.3705,23.7844,E3,64,80,1,-2
130,23.4814,23.5842,B5,64,80,0,4
131,23.5914,24.0089,C6,64,80,0,5
132,23.8123,24.2434,B2,64,80,1,-4
133,24.0369,24.5175,E-5,64,80,0,2
134,24.2713,24.7276,E3,67,80,1,-2
135,24.5319,24.7411,E5,64,80,0,3
136,24.7555,25.1694,G3,64,80,1,-1
137,24.9765,25.3939,E4,64,80,0,1
138,25.1974,25.6284,B3,64,80,1,-2
139,25.4219,25.6419,F#4,64,80,0,2
140,25.6563,25.7961,G4,67,80,0,1
141,25.6563,26.1126,E4,67,80,1,-1
142,25.8033,25.9097,B4,64,80,0,2
143,25.9169,26.3335,E5,64,80,0,4
144,26.1406,26.5545,D4,64,80,1,-2
145,26.3615,26.779,G4,64,80,0,1
146,26.5824,27.0134,C#4,64,80,1,-3
147,26.8069,27.1812,F#4,64,80,0,2
148,27.0414,27.4977,D4,67,80,1,-1
149,27.1884,27.2948,E4,64,80,0,1
150,27.302,27.6149,F#4,64,80,0,2
151,27.5256,27.9413,D3,64,80,1,-5
152,27.6365,27.7393,G4,64,80,0,1
153,27.7465,28.0622,A4,64,80,0,2
154,27.9699,28.4162,F#3,64,80,1,-3
155,28.0845,28.1938,B4,64,80,0,3
156,28.2013,28.585,C5,64,80,0,1
157,28.4452,28.9015,A3,67,80,1,-2
158,28.5922,28.6986,E5,64,80,0,2
159,28.7058,29.1224,A5,64,80,0,4
160,28.9295,29.3433,G3,64,80,1,-1
161,29.1504,29.5679,C5,64,80,0,1
162,29.3713,29.8023,F#3,64,80,1,-2
163,29.5958,29.97,B4,64,80,0,3
164,29.8303,30.2865,G3,67,80,1,-1
165,29.9773,30.0837,A4,64,80,0,2
166,30.0909,30.4038,B4,64,80,0,1
167,30.3145,30.7284,G2,64,80,1,-5
168,30.4254,30.5282,C5,64,80,0,2
169,30.5354,30.8465,D5,64,80,0,3
170,30.7563,31.1874,B2,64,80,1,-3
171,30.8682,30.9737,E5,64,80,0,4
172,30.9809,31.3551,F5,64,80,0,5
173,31.2153,31.6716,D3,67,80,1,-1
174,31.3623,31.4687,E5,64,80,0,4
175,31.4759,31.8925,F5,64,80,0,5
176,31.6995,32.1134,C3,64,80,1,-2
177,31.9205,32.338,A4,64,80,0,2
178,32.1414,32.5724,B2,64,80,1,-3
179,32.3659,32.5859,G4,64,80,0,1
180,32.6004,32.7401,E5,67,80,0,5
181,32.6004,33.0566,C3,67,80,1,-2
182,32.7473,32.8537,D5,64,80,0,4
183,32.861,33.2775,E5,64,80,0,5
184,33.0846,33.4985,B2,64,80,1,-3
185,33.3055,33.723,G4,64,80,0,1
186,33.5264,33.9574,A2,64,80,1,-4
187,33.751,33.971,F#4,64,80,0,2
188,33.9854,34.1252,D5,67,80,0,5
189,33.9854,34.4417,B2,67,80,1,-3
190,34.1324,34.2388,C5,64,80,0,4
191,34.246,34.6626,D5,64,80,0,5
192,34.4696,34.8835,A2,64,80,1,-1
193,34.6905,35.108,F#4,64,80,0,2
194,34.9115,35.3425,G2,64,80,1,-2
195,35.136,35.356,E4,64,80,0,1
196,35.3704,35.5102,C5,67,80,0,5
197,35.3704,35.8267,A2,67,80,1,-1
198,35.5174,35.6238,B4,64,80,0,4
199,35.631,36.0476,C5,64,80,0,5
200,35.8547,36.2685,G2,64,80,1,-2
201,36.0756,36.4931,E4,64,80,0,2
202,36.2965,36.7275,F#2,64,80,1,-3
203,36.521,36.7411,D4,64,80,0,1
204,36.7555,36.8952,B4,67,80,0,3
205,36.7555,37.2117,G2,67,80,1,-2
