0,1.500000,1.666500,A4,62,80,0,1
1,1.500000,1.666500,A5,62,80,0,5
2,1.666500,1.833490,B-4,62,80,0,1
3,1.666500,1.833490,B-5,62,80,0,5
4,1.833490,2.000000,A4,62,80,0,1
5,1.833490,2.000000,A5,62,80,0,5
6,2.000000,2.666500,G#5,62,80,0,4
7,2.000000,3.499990,G#4,62,80,0,1
8,2.000000,2.166500,D2,62,80,1,-5
9,2.166500,2.333490,B-2,62,80,1,-2
10,2.333490,2.500000,D3,62,80,1,-1
11,2.500000,2.666500,F3,62,80,1,-2
12,2.666500,2.833490,D5,62,80,0,2
13,2.666500,2.833490,B-3,62,80,1,-1
14,2.833490,2.999990,E5,62,80,0,3
15,2.833490,2.999990,D3,62,80,1,-4
16,2.999990,3.166500,F5,62,80,0,4
17,2.999990,3.166500,B3,62,80,1,-1
18,3.166500,3.333490,G5,62,80,0,5
19,3.166500,3.333490,D3,62,80,1,-3
20,3.333490,3.499990,F5,62,80,0,4
21,3.333490,3.499990,B2,62,80,1,-1
22,3.499990,3.666500,A4,62,80,0,1
23,3.499990,3.666500,A5,62,80,0,5
24,3.499990,3.999990,E5,62,80,0,2
25,3.499990,3.666500,C#2,62,80,1,-5
26,3.666500,3.833490,B-4,62,80,0,1
27,3.666500,3.833490,B-5,62,80,0,5
28,3.666500,3.833490,C#3,62,80,1,-2
29,3.833490,3.999990,A4,62,80,0,1
30,3.833490,3.999990,A5,62,80,0,5
31,3.833490,3.999990,E3,62,80,1,-1
32,3.999990,4.666490,G#5,62,80,0,4
33,3.999990,5.499990,G#4,62,80,0,1
34,3.999990,4.166500,D2,62,80,1,-5
35,4.166500,4.333490,B-2,62,80,1,-2
36,4.333490,4.499990,D3,62,80,1,-1
37,4.499990,4.666490,F3,62,80,1,-2
38,4.666490,4.833490,D5,62,80,0,2
39,4.666490,4.833490,B-3,62,80,1,-1
40,4.833490,4.999990,E5,62,80,0,3
41,4.833490,4.999990,D3,62,80,1,-4
42,4.999990,5.166490,F5,62,80,0,4
43,4.999990,5.166490,B3,62,80,1,-1
44,5.166490,5.333490,G5,62,80,0,5
